# A, B, C, D, E
5.622022232162467141e-20,2.290213022571583658e-09,2.364878777674594862e-09,1.956086615324422232e-09,5.888215843731897958e-10
5.347561436008270460e-20,2.284505272244711162e-09,2.363560689443040296e-09,1.960189376977493787e-09,5.917446612812810992e-10
5.086499589197317903e-20,2.278812077096070866e-09,2.362232084513500446e-09,1.964282023372212353e-09,5.946738149673646344e-10
4.838182560323129602e-20,2.273133399223194930e-09,2.360893031808528414e-09,1.968364538806959030e-09,5.976090301129434353e-10
4.601988152820441953e-20,2.267469200824165520e-09,2.359543599944298290e-09,1.972436907808642998e-09,6.005502913768761564e-10
4.377324545870724972e-20,2.261819444197342254e-09,2.358183857231783882e-09,1.976499115131536437e-09,6.034975833955706329e-10
4.163628811426518336e-20,2.256184091741093366e-09,2.356813871677950271e-09,1.980551145755884037e-09,6.064508907834300415e-10
3.960365503637795902e-20,2.250563105953525636e-09,2.355433710986944950e-09,1.984592984886734603e-09,6.094101981331970071e-10
3.767025317145876419e-20,2.244956449432214310e-09,2.354043442561273250e-09,1.988624617952670504e-09,6.123754900161706348e-10
3.583123810882117666e-20,2.239364084873935512e-09,2.352643133502968384e-09,1.992646030604564840e-09,6.153467509826954769e-10
3.408200194173468013e-20,2.233785975074399887e-09,2.351232850614768526e-09,1.996657208714358865e-09,6.183239655623890074e-10
3.241816172112651170e-20,2.228222082927985013e-09,2.349812660401287685e-09,2.000658138373769515e-09,6.213071182645238828e-10
3.083554847299455543e-20,2.222672371427471527e-09,2.348382629070186996e-09,2.004648805893148733e-09,6.242961935783520939e-10
2.933019675201028475e-20,2.217136803663773878e-09,2.346942822533298439e-09,2.008629197800220771e-09,6.272911759733815539e-10
2.789833470513340058e-20,2.211615342825679354e-09,2.345493306407815569e-09,2.012599300838817847e-09,6.302920498997850360e-10
2.653637462033486163e-20,2.206107952199583794e-09,2.344034146017436267e-09,2.016559101967780823e-09,6.332987997886610455e-10
2.524090393674737332e-20,2.200614595169226481e-09,2.342565406393489357e-09,2.020508588359679556e-09,6.363114100523678973e-10
2.400867669371268740e-20,2.195135235215430404e-09,2.341087152276104656e-09,2.024447747399593218e-09,6.393298650848756814e-10
2.283660539729882076e-20,2.189669835915840454e-09,2.339599448115336696e-09,2.028376566683935704e-09,6.423541492620531909e-10
2.172175328390445091e-20,2.184218360944659973e-09,2.338102358072283075e-09,2.032295034019346377e-09,6.453842469419720144e-10
2.066132696156333099e-20,2.178780774072393495e-09,2.336595946020247055e-09,2.036203137421422005e-09,6.484201424652856951e-10
1.965266941050923008e-20,2.173357039165585359e-09,2.335080275545833997e-09,2.040100865113480539e-09,6.514618201554499674e-10
1.869325332546175026e-20,2.167947120186563697e-09,2.333555409950099481e-09,2.043988205525502319e-09,6.545092643191312808e-10
1.778067478294731682e-20,2.162550981193177805e-09,2.332021412249635810e-09,2.047865147292991461e-09,6.575624592464282776e-10
1.691264721778892021e-20,2.157168586338545436e-09,2.330478345177694495e-09,2.051731679255613492e-09,6.606213892112383372e-10
1.608699569366848141e-20,2.151799899870794308e-09,2.328926271185326523e-09,2.055587790456255259e-09,6.636860384715428498e-10
1.530165145340580560e-20,2.146444886132804027e-09,2.327365252442441976e-09,2.059433470139728735e-09,6.667563912697289903e-10
1.455464673529696969e-20,2.141103509561956272e-09,2.325795350838929202e-09,2.063268707751722570e-09,6.698324318328380786e-10
1.384410984252275430e-20,2.135775734689873823e-09,2.324216627985767382e-09,2.067093492937560491e-09,6.729141443729531140e-10
1.316826045327197111e-20,2.130461526142171996e-09,2.322629145216091100e-09,2.070907815541154919e-09,6.760015130874290418e-10
1.252540515982813368e-20,2.125160848638202210e-09,2.321032963586304566e-09,2.074711665603791428e-09,6.790945221591788539e-10
1.191393322543938499e-20,2.119873666990801358e-09,2.319428143877147432e-09,2.078505033363076156e-09,6.821931557570531618e-10
1.133231254834107373e-20,2.114599946106039100e-09,2.317814746594782120e-09,2.082287909251783546e-09,6.852973980360758395e-10
1.077908582281627648e-20,2.109339650982968055e-09,2.316192831971877433e-09,2.086060283896684226e-09,6.884072331376944522e-10
1.025286688767485825e-20,2.104092746713369029e-09,2.314562459968664451e-09,2.089822148117545778e-09,6.915226451901733743e-10
9.752337253001560272e-21,2.098859198481509892e-09,2.312923690274039570e-09,2.093573492925900238e-09,6.946436183088064779e-10
9.276242796468701961e-21,2.093638971563888327e-09,2.311276582306578218e-09,2.097314309524061821e-09,6.977701365961990980e-10
8.823390620936250029e-21,2.088432031328984913e-09,2.309621195215651136e-09,2.101044589303891522e-09,7.009021841426479154e-10
8.392646065464390770e-21,2.083238343237022003e-09,2.307957587882431463e-09,2.104764323845852068e-09,7.040397450262983279e-10
7.982929862248972298e-21,2.078057872839707301e-09,2.306285818920990760e-09,2.108473504917809742e-09,7.071828033135084091e-10
7.593215432355782336e-21,2.072890585779994802e-09,2.304605946679317260e-09,2.112172124474011991e-09,7.103313430590880679e-10
7.222526313477284575e-21,2.067736447791835815e-09,2.302918029240380044e-09,2.115860174653920686e-09,7.134853483066460501e-10
6.869933713266288815e-21,2.062595424699930804e-09,2.301222124423164665e-09,2.119537647781292712e-09,7.166448030887484471e-10
6.534554182116207762e-21,2.057467482419497370e-09,2.299518289783709195e-09,2.123204536362949122e-09,7.198096914273165700e-10
6.215547399555617385e-21,2.052352586956010097e-09,2.297806582616143577e-09,2.126860833087785001e-09,7.229799973338342614e-10
5.912114068711249815e-21,2.047250704404969772e-09,2.296087059953710365e-09,2.130506530825773959e-09,7.261557048096263452e-10
5.623493913562861250e-21,2.042161800951655229e-09,2.294359778569804904e-09,2.134141622626780292e-09,7.293367978461385238e-10
5.348963773971892181e-21,2.037085842870884710e-09,2.292624794978989868e-09,2.137766101719571749e-09,7.325232604252172755e-10
5.087835793710416795e-21,2.032022796526771843e-09,2.290882165438013931e-09,2.141379961510768595e-09,7.357150765193582152e-10
4.839455696950144664e-21,2.026972628372489484e-09,2.289131945946830027e-09,2.144983195583875398e-09,7.389122300919541456e-10
4.603201148892671608e-21,2.021935304950024458e-09,2.287374192249602445e-09,2.148575797698123387e-09,7.421147050976443338e-10
4.378480196433526360e-21,2.016910792889945536e-09,2.285608959835730460e-09,2.152157761787491902e-09,7.453224854824570968e-10
4.164729784952134931e-21,2.011899058911157759e-09,2.283836303940812002e-09,2.155729081959711635e-09,7.485355551841698316e-10
3.961414347511827720e-21,2.006900069820669176e-09,2.282056279547717751e-09,2.159289752495138018e-09,7.517538981325157073e-10
3.768024462934420659e-21,2.001913792513353855e-09,2.280268941387498965e-09,2.162839767845933133e-09,7.549774982494561176e-10
3.584075579387048035e-21,1.996940193971714071e-09,2.278474343940454128e-09,2.166379122634782761e-09,7.582063394494621289e-10
3.409106800282906290e-21,1.991979241265644144e-09,2.276672541437066979e-09,2.169907811654171357e-09,7.614404056397013197e-10
3.242679729453708737e-21,1.987030901552195104e-09,2.274863587859031382e-09,2.173425829865145825e-09,7.646796807203926413e-10
3.084377372700199744e-21,1.982095142075344326e-09,2.273047536940206724e-09,2.176933172396411827e-09,7.679241485849486926e-10
2.933803092968478206e-21,1.977171930165754404e-09,2.271224442167615080e-09,2.180429834543378389e-09,7.711737931203208615e-10
2.790579616533895500e-21,1.972261233240547744e-09,2.269394356782395363e-09,2.183915811767097041e-09,7.744285982071760309e-10
2.654348087702422378e-21,1.967363018803067512e-09,2.267557333780805047e-09,2.187391099693255549e-09,7.776885477202140099e-10
2.524767169661076596e-21,1.962477254442649739e-09,2.265713425915138741e-09,2.190855694111371835e-09,7.809536255283160121e-10
2.401512189224068339e-21,1.957603907834390479e-09,2.263862685694767965e-09,2.194309590973503153e-09,7.842238154949308461e-10
2.284274323331935862e-21,1.952742946738914188e-09,2.262005165387015472e-09,2.197752786393643909e-09,7.874991014781465695e-10
2.172759825265194121e-21,1.947894339002147087e-09,2.260140917018185922e-09,2.201185276646398029e-09,7.907794673310917753e-10
2.066689288633654810e-21,1.943058052555083475e-09,2.258269992374462538e-09,2.204607058166321769e-09,7.940648969020615298e-10
1.965796947297270679e-21,1.938234055413560327e-09,2.256392443002908415e-09,2.208018127546718514e-09,7.973553740348454536e-10
1.869830009464241118e-21,1.933422315678024855e-09,2.254508320212374347e-09,2.211418481538844679e-09,8.006508825688872634e-10
1.778548024298001958e-21,1.928622801533314476e-09,2.252617675074449260e-09,2.214808117050935294e-09,8.039514063395367525e-10
1.691722279445774711e-21,1.923835481248421071e-09,2.250720558424422633e-09,2.218187031147138182e-09,8.072569291783312387e-10
1.609135227979455637e-21,1.919060323176271362e-09,2.248817020862196054e-09,2.221555221046720277e-09,8.105674349132017392e-10
1.530579943312616025e-21,1.914297295753497786e-09,2.246907112753227860e-09,2.224912684123064257e-09,8.138829073686955852e-10
1.455859600728024985e-21,1.909546367500214330e-09,2.244990884229450894e-09,2.228259417902685850e-09,8.172033303661827008e-10
1.384786984216513936e-21,1.904807507019791124e-09,2.243068385190217556e-09,2.231595420064442224e-09,8.205286877241685868e-10
1.317184017391476251e-21,1.900080682998631927e-09,2.241139665303214669e-09,2.234920688438415709e-09,8.238589632584271867e-10
1.252881317303776255e-21,1.895365864205952444e-09,2.239204774005359313e-09,2.238235221005151957e-09,8.271941407822752009e-10
1.191717770038834877e-21,1.890663019493554508e-09,2.237263760503759595e-09,2.241539015894695045e-09,8.305342041067909788e-10
1.133540127032744192e-21,1.885972117795603151e-09,2.235316673776581123e-09,2.244832071385658541e-09,8.338791370410320678e-10
1.078202621095816710e-21,1.881293128128410298e-09,2.233363562573999089e-09,2.248114385904234138e-09,8.372289233922706491e-10
1.025566601181433886e-21,1.876626019590208536e-09,2.231404475419065153e-09,2.251385958023509635e-09,8.405835469662090187e-10
9.755001849851211348e-22,1.871970761360936039e-09,2.229439460608635131e-09,2.254646786462331570e-09,8.439429915671366479e-10
9.278779285033640040e-22,1.867327322702010345e-09,2.227468566214254072e-09,2.257896870084509470e-09,8.473072409982815288e-10
8.825805117241941231e-22,1.862695672956118241e-09,2.225491840083069884e-09,2.261136207897999008e-09,8.506762790619287706e-10
8.394944396620422248e-22,1.858075781546987058e-09,2.223509329838694839e-09,2.264364799053860585e-09,8.540500895596177794e-10
7.985117579877329069e-22,1.853467617979175799e-09,2.221521082882126641e-09,2.267582642845469786e-09,8.574286562924214315e-10
7.595297825410536646e-22,1.848871151837853460e-09,2.219527146392618207e-09,2.270789738707626921e-09,8.608119630611504903e-10
7.224508420482907762e-22,1.844286352788581688e-09,2.217527567328565229e-09,2.273986086215625203e-09,8.641999936665128385e-10
6.871820333999380328e-22,1.839713190577101985e-09,2.215522392428374714e-09,2.277171685084470304e-09,8.675927319093652513e-10
6.536349888754872878e-22,1.835151635029115889e-09,2.213511668211359584e-09,2.280346535167947713e-09,8.709901615909232937e-10
6.217256547320228837e-22,1.830601656050076316e-09,2.211495440978593975e-09,2.283510636457747158e-09,8.743922665129594299e-10
5.913740806018415391e-22,1.826063223624965667e-09,2.209473756813791706e-09,2.286663989082666452e-09,8.777990304779948259e-10
5.625042191714688757e-22,1.821536307818089658e-09,2.207446661584178541e-09,2.289806593307657749e-09,8.812104372895147268e-10
5.350437356400372866e-22,1.817020878772859352e-09,2.205414200941335913e-09,2.292938449533100040e-09,8.846264707521673936e-10
5.089238264797152880e-22,1.812516906711577958e-09,2.203376420322076908e-09,2.296059558293828042e-09,8.880471146720020212e-10
4.840790470440170215e-22,1.808024361935232586e-09,2.201333364949310666e-09,2.299169920258329423e-09,8.914723528566444104e-10
4.604471475920471042e-22,1.803543214823281454e-09,2.199285079832862538e-09,2.302269536227981723e-09,8.949021691154164963e-10
4.379689173178367116e-22,1.799073435833441927e-09,2.197231609770365364e-09,2.305358407136074629e-09,8.983365472596827294e-10
4.165880359939693796e-22,1.794614995501481027e-09,2.195172999348074666e-09,2.308436534047085778e-09,9.017754711029521295e-10
3.962509328577627051e-22,1.790167864441005336e-09,2.193109292941735530e-09,2.311503918155791538e-09,9.052189244610804276e-10
3.769066523864542974e-22,1.785732013343253368e-09,2.191040534717411858e-09,2.314560560786458026e-09,9.086668911525020905e-10
3.585067266250640976e-22,1.781307412976886090e-09,2.188966768632319748e-09,2.317606463392047426e-09,9.121193549983835556e-10
3.410050537470220416e-22,1.776894034187778263e-09,2.186888038435674943e-09,2.320641627553381711e-09,9.155762998228352996e-10
3.243577825433206084e-22,1.772491847898812473e-09,2.184804387669522080e-09,2.323666054978231919e-09,9.190377094531139806e-10
3.085232025507513601e-22,1.768100825109669652e-09,2.182715859669548221e-09,2.326679747500719270e-09,9.225035677197470323e-10
2.934616395439191950e-22,1.763720936896627035e-09,2.180622497565934436e-09,2.329682707080294842e-09,9.259738584568375833e-10
2.791353561291993897e-22,1.759352154412348883e-09,2.178524344284148654e-09,2.332674935801072034e-09,9.294485655021466584e-10
2.655084571915588755e-22,1.754994448885682795e-09,2.176421442545798490e-09,2.335656435870952651e-09,9.329276726973069011e-10
2.525467999573351094e-22,1.750647791621456008e-09,2.174313834869414996e-09,2.338627209620851011e-09,9.364111638880357796e-10
2.402179084476143806e-22,1.746312154000269227e-09,2.172201563571282735e-09,2.341587259503913081e-09,9.398990229242919240e-10
2.284908921078867922e-22,1.741987507478293758e-09,2.170084670766257040e-09,2.344536588094754234e-09,9.433912336604657913e-10
2.173363684100755395e-22,1.737673823587070293e-09,2.167963198368555208e-09,2.347475198088588640e-09,9.468877799555769478e-10
2.067263892330342994e-22,1.733371073933305636e-09,2.165837188092572102e-09,2.350403092300518306e-09,9.503886456733884274e-10
1.966343708370340315e-22,1.729079230198669005e-09,2.163706681453671351e-09,2.353320273664768758e-09,9.538938146826954168e-10
1.870350272567981656e-22,1.724798264139593305e-09,2.161571719769001772e-09,2.356226745233831258e-09,9.574032708573994959e-10
1.779043069461928007e-22,1.720528147587074741e-09,2.159432344158270376e-09,2.359122510177760939e-09,9.609169980767137777e-10
1.692193325158258243e-22,1.716268852446468919e-09,2.157288595544554658e-09,2.362007571783417453e-09,9.644349802253845933e-10
1.609583434125801939e-22,1.712020350697296047e-09,2.155140514655072698e-09,2.364881933453642344e-09,9.679572011938383163e-10
1.531006413974295293e-22,1.707782614393038893e-09,2.152988142021994217e-09,2.367745598706533189e-09,9.714836448782942728e-10
1.456265386849582891e-22,1.703555615660943641e-09,2.150831517983197031e-09,2.370598571174677639e-09,9.750142951810302667e-10
1.385173086146318456e-22,1.699339326701825095e-09,2.148670682683077275e-09,2.373440854604442033e-09,9.785491360105149281e-10
1.317551387302169428e-22,1.695133719789866289e-09,2.146505676073295518e-09,2.376272452855172352e-09,9.820881512815324115e-10
1.253230861497964476e-22,1.690938767272422859e-09,2.144336537913581614e-09,2.379093369898438165e-09,9.856313249154390276e-10
1.192050351145518076e-22,1.686754441569825352e-09,2.142163307772482055e-09,2.381903609817328709e-09,9.891786408402393450e-10
1.133856566099511475e-22,1.682580715175187522e-09,2.139986025028149933e-09,2.384703176805701802e-09,9.927300829908438562e-10
1.078503699581648671e-22,1.678417560654204499e-09,2.137804728869097669e-09,2.387492075167431937e-09,9.962856353091525231e-10
1.025853062854859474e-22,1.674264950644962952e-09,2.135619458294958439e-09,2.390270309315743990e-09,9.998452817442427538e-10
9.757727377320921597e-23,1.670122857857746081e-09,2.133430252117274058e-09,2.393037883772327722e-09,1.003409006252569373e-09
9.281372460491442296e-23,1.665991255074837573e-09,2.131237148960205945e-09,2.395794803166794734e-09,1.006976792798080016e-09
8.828272352732677380e-23,1.661870115150331356e-09,2.129040187261336658e-09,2.398541072235848394e-09,1.010548625352385523e-09
8.397291794598997814e-23,1.657759411009936584e-09,2.126839405272394924e-09,2.401276695822628292e-09,1.014124487894959916e-09
7.987350948082083368e-23,1.653659115650787182e-09,2.124634841060010847e-09,2.404001678875890922e-09,1.017704364413224767e-09
7.597422691027574496e-23,1.649569202141249117e-09,2.122426532506465338e-09,2.406716026449437271e-09,1.021288238902778536e-09
7.226530043634555325e-23,1.645489643620731173e-09,2.120214517310434993e-09,2.409419743701258755e-09,1.024876095367507203e-09
6.873743720588447477e-23,1.641420413299489947e-09,2.117998832987728691e-09,2.412112835892983834e-09,1.028467917819737509e-09
6.538179802695503589e-23,1.637361484458446629e-09,2.115779516872033719e-09,2.414795308389015267e-09,1.032063690280448089e-09
6.218997522184296725e-23,1.633312830448990339e-09,2.113556606115639960e-09,2.417467166655980858e-09,1.035663396779313108e-09
5.915397156125082404e-23,1.629274424692793458e-09,2.111330137690181468e-09,2.420128416261949294e-09,1.039267021355023412e-09
5.626618022689185850e-23,1.625246240681623034e-09,2.109100148387368933e-09,2.422779062875732414e-09,1.042874548055222218e-09
5.351936575227733528e-23,1.621228251977149904e-09,2.106866674819703949e-09,2.425419112266235463e-09,1.046485960936856662e-09
5.090664589394477100e-23,1.617220432210765068e-09,2.104629753421223070e-09,2.428048570301772181e-09,1.050101244066192070e-09
4.842147438770191159e-23,1.613222755083389843e-09,2.102389420448198009e-09,2.430667442949345162e-09,1.053720381519026199e-09
4.605762454668454968e-23,1.609235194365289960e-09,2.100145711979878043e-09,2.433275736274007680e-09,1.057343357380786840e-09
4.380917366012983736e-23,1.605257723895890481e-09,2.097898663919185661e-09,2.435873456438135769e-09,1.060970155746731792e-09
4.167048815377554025e-23,1.601290317583589472e-09,2.095648311993447389e-09,2.438460609700829351e-09,1.064600760722091967e-09
3.963620947470589807e-23,1.597332949405573964e-09,2.093394691755090680e-09,2.441037202417165696e-09,1.068235156422136524e-09
3.770124066527458949e-23,1.593385593407633416e-09,2.091137838582366877e-09,2.443603241037579872e-09,1.071873326972391663e-09
3.586073359246767171e-23,1.589448223703980012e-09,2.088877787680046868e-09,2.446158732107169081e-09,1.075515256508775453e-09
3.411007680070754616e-23,1.585520814477058828e-09,2.086614574080127084e-09,2.448703682265088820e-09,1.079160929177698337e-09
3.244488395766377862e-23,1.581603339977372461e-09,2.084348232642533434e-09,2.451238098243826200e-09,1.082810329136232495e-09
3.086098286411910002e-23,1.577695774523292647e-09,2.082078798055816133e-09,2.453761986868593213e-09,1.086463440552274798e-09
2.935440500035681356e-23,1.573798092500879723e-09,2.079806304837848258e-09,2.456275355056616179e-09,1.090120247604632218e-09
2.792137558287515631e-23,1.569910268363702511e-09,2.077530787336512718e-09,2.458778209816605942e-09,1.093780734483154586e-09
2.655830410651745681e-23,1.566032276632657578e-09,2.075252279730403296e-09,2.461270558247958395e-09,1.097444885388955247e-09
2.526177534831869138e-23,1.562164091895786017e-09,2.072970816029502930e-09,2.463752407540246182e-09,1.101112684534444143e-09
2.402854081052979262e-23,1.558305688808096637e-09,2.070686430075862834e-09,2.466223764972504424e-09,1.104784116143512483e-09
2.285551058137930428e-23,1.554457042091384601e-09,2.068399155544318831e-09,2.468684637912609507e-09,1.108459164451666954e-09
2.173974559317828740e-23,1.550618126534052964e-09,2.066109025943127462e-09,2.471135033816647946e-09,1.112137813706158346e-09
2.067845025837248584e-23,1.546788916990934416e-09,2.063816074614661224e-09,2.473574960228311712e-09,1.115820048166078952e-09
1.966896546508944624e-23,1.542969388383112610e-09,2.061520334736108782e-09,2.476004424778227392e-09,1.119505852102534624e-09
1.870876191463120234e-23,1.539159515697745353e-09,2.059221839320097423e-09,2.478423435183361444e-09,1.123195209798784565e-09
1.779543378421985156e-23,1.535359273987886139e-09,2.056920621215407325e-09,2.480831999246373342e-09,1.126888105550313293e-09
1.692669269911657319e-23,1.531568638372310238e-09,2.054616713107620068e-09,2.483230124855082459e-09,1.130584523664975400e-09
1.610036199901188638e-23,1.527787584035334990e-09,2.052310147519783270e-09,2.485617819981671903e-09,1.134284448463187455e-09
1.531437128432090554e-23,1.524016086226648163e-09,2.050000956813075231e-09,2.487995092682310501e-09,1.137987864277948685e-09
1.456675122871949675e-23,1.520254120261129285e-09,2.047689173187468745e-09,2.490361951096350428e-09,1.141694755455033089e-09
1.385562864492295979e-23,1.516501661518677380e-09,2.045374828682382916e-09,2.492718403445805259e-09,1.145405106353109582e-09
1.317922179134570033e-23,1.512758685444035816e-09,2.043057955177345729e-09,2.495064458034754812e-09,1.149118901343845811e-09
1.253583590788114345e-23,1.509025167546617148e-09,2.040738584392635946e-09,2.497400123248713595e-09,1.152836124812025612e-09
1.192385896961783980e-23,1.505301083400333546e-09,2.038416747889946502e-09,2.499725407554034410e-09,1.156556761155673914e-09
1.134175764785142037e-23,1.501586408643420606e-09,2.036092477073018126e-09,2.502040319497345042e-09,1.160280794786191569e-09
1.078807346827315817e-23,1.497881118978266535e-09,2.033765803188300260e-09,2.504344867704920016e-09,1.164008210128501354e-09
1.026141915670937356e-23,1.494185190171239895e-09,2.031436757325580125e-09,2.506639060882114805e-09,1.167738991621055822e-09
9.760475163255147933e-24,1.490498598052518991e-09,2.029105370418627514e-09,2.508922907812758265e-09,1.171473123716083808e-09
9.283986356094271927e-24,1.486821318515919412e-09,2.026771673245844954e-09,2.511196417358597599e-09,1.175210590879633438e-09
8.830758876720975864e-24,1.483153327518724864e-09,2.024435696430882711e-09,2.513459598458690377e-09,1.178951377591692694e-09
8.399657148684381582e-24,1.479494601081517397e-09,2.022097470443284412e-09,2.515712460128859839e-09,1.182695468346337270e-09
7.989601032360763301e-24,1.475845115288007001e-09,2.019757025599126034e-09,2.517955011461046800e-09,1.186442847651814533e-09
7.599563118625294907e-24,1.472204846284862455e-09,2.017414392061623061e-09,2.520187261622855110e-09,1.190193500030644851e-09
7.228566154641432088e-24,1.468573770281543814e-09,2.015069599841774026e-09,2.522409219856873785e-09,1.193947410019791370e-09
6.875680595319258410e-24,1.464951863550133257e-09,2.012722678798980073e-09,2.524620895480175730e-09,1.197704562170700966e-09
6.540022274307621441e-24,1.461339102425168201e-09,2.010373658641664512e-09,2.526822297883701908e-09,1.201464941049456646e-09
6.220750188683457607e-24,1.457735463303473797e-09,2.008022568927893206e-09,2.529013436531741042e-09,1.205228531236881982e-09
5.917064391789660240e-24,1.454140922643994805e-09,2.005669439065991648e-09,2.531194320961377055e-09,1.208995317328638926e-09
5.628203988940664696e-24,1.450555456967632020e-09,2.003314298315163692e-09,2.533364960781892677e-09,1.212765283935321696e-09
5.353445230973854298e-24,1.446979042857073735e-09,2.000957175786100357e-09,2.535525365674210269e-09,1.216538415682615178e-09
5.092099700871040069e-24,1.443411656956631956e-09,1.998598100441580360e-09,2.537675545390435221e-09,1.220314697211354690e-09
4.843512588905325346e-24,1.439853275972076141e-09,1.996237101097090092e-09,2.539815509753218191e-09,1.224094113177623800e-09
4.607061051992824317e-24,1.436303876670472313e-09,1.993874206421442755e-09,2.541945268655172363e-09,1.227876648252914589e-09
4.382152653137607251e-24,1.432763435880012661e-09,1.991509444937339198e-09,2.544064832058480945e-09,1.231662287124165494e-09
4.168223877060258266e-24,1.429231930489857135e-09,1.989142845022015180e-09,2.546174209994211023e-09,1.235451014493912684e-09
3.964738718290984308e-24,1.425709337449968009e-09,1.986774434907811303e-09,2.548273412561841659e-09,1.239242815080376707e-09
3.771187338189554546e-24,1.422195633770948581e-09,1.984404242682776434e-09,2.550362449928738210e-09,1.243037673617535073e-09
3.587084787526885532e-24,1.418690796523878771e-09,1.982032296291266591e-09,2.552441332329606396e-09,1.246835574855249021e-09
3.411969791428373732e-24,1.415194802840155270e-09,1.979658623534532233e-09,2.554510070065916165e-09,1.250636503559407865e-09
3.245403593633769509e-24,1.411707629911328790e-09,1.977283252071308047e-09,2.556568673505443022e-09,1.254440444511916578e-09
3.086968857178465336e-24,1.408229254988944210e-09,1.974906209418410995e-09,2.558617153081727052e-09,1.258247382510909629e-09
2.936268618741710054e-24,1.404759655384379281e-09,1.972527522951304456e-09,2.560655519293546837e-09,1.262057302370759659e-09
2.792925294041282824e-24,1.401298808468684975e-09,1.970147219904699579e-09,2.562683782704362758e-09,1.265870188922248298e-09
2.656579731783447144e-24,1.397846691672424188e-09,1.967765327373127698e-09,2.564701953941863702e-09,1.269686027012585811e-09
2.526890313797304639e-24,1.394403282485515814e-09,1.965381872311528870e-09,2.566710043697395898e-09,1.273504801505555648e-09
2.403532099098822290e-24,1.390968558457071792e-09,1.962996881535807324e-09,2.568708062725510856e-09,1.277326497281619700e-09
2.286196009740419621e-24,1.387542497195243458e-09,1.960610381723434479e-09,2.570696021843363597e-09,1.281151099237954076e-09
2.174588056405664485e-24,1.384125076367058173e-09,1.958222399413996123e-09,2.572673931930344143e-09,1.284978592288595102e-09
2.068428601809319636e-24,1.380716273698267748e-09,1.955832961009778468e-09,2.574641803927448863e-09,1.288808961364507975e-09
1.967451660056721368e-24,1.377316066973186105e-09,1.953442092776324846e-09,2.576599648836795737e-09,1.292642191413682924e-09
1.871404230207231378e-24,1.373924434034535629e-09,1.951049820843017216e-09,2.578547477721226493e-09,1.296478267401221855e-09
1.780045662371985749e-24,1.370541352783289799e-09,1.948656171203618794e-09,2.580485301703661810e-09,1.300317174309427069e-09
1.693147054757642813e-24,1.367166801178518090e-09,1.946261169716849354e-09,2.582413131966721233e-09,1.304158897137908793e-09
1.610490680145260047e-24,1.363800757237230051e-09,1.943864842106947305e-09,2.584330979752194194e-09,1.308003420903623233e-09
1.531869440367635775e-24,1.360443199034220411e-09,1.941467213964214796e-09,2.586238856360535010e-09,1.311850730641030976e-09
1.457086347417926846e-24,1.357094104701914610e-09,1.939068310745584750e-09,2.588136773150392639e-09,1.315700811402105886e-09
1.385954029889725281e-24,1.353753452430214523e-09,1.936668157775164738e-09,2.590024741538119330e-09,1.319553648256507772e-09
1.318294263511898142e-24,1.350421220466346265e-09,1.934266780244795322e-09,2.591902772997288792e-09,1.323409226291577432e-09
1.253937524601695281e-24,1.347097387114703226e-09,1.931864203214593930e-09,2.593770879058239177e-09,1.327267530612464654e-09
1.192722565317669446e-24,1.343781930736697601e-09,1.929460451613504927e-09,2.595629071307532515e-09,1.331128546342253743e-09
1.134496009647940221e-24,1.340474829750604046e-09,1.927055550239842663e-09,2.597477361387572560e-09,1.334992258621978823e-09
1.079111969121517286e-24,1.337176062631411200e-09,1.924649523761836996e-09,2.599315760996048922e-09,1.338858652610702420e-09
1.026431677280033043e-24,1.333885607910667420e-09,1.922242396718169721e-09,2.601144281885501973e-09,1.342727713485662079e-09
9.763231419937963102e-25,1.330603444176329402e-09,1.919834193518509752e-09,2.602962935862852176e-09,1.346599426442298695e-09
9.286608147512606080e-25,1.327329550072615360e-09,1.917424938444068993e-09,2.604771734788969958e-09,1.350473776694345435e-09
8.833252760931215945e-25,1.324063904299848273e-09,1.915014655648113942e-09,2.606570690578099158e-09,1.354350749473942716e-09
8.402029364029698537e-25,1.320806485614311129e-09,1.912603369156505019e-09,2.608359815197565864e-09,1.358230330031618973e-09
7.991857513048384306e-25,1.317557272828095758e-09,1.910191102868247468e-09,2.610139120667126182e-09,1.362112503636534266e-09
7.601709509545314676e-25,1.314316244808951873e-09,1.907777880555972356e-09,2.611908619058713528e-09,1.365997255576366745e-09
7.230607825464166726e-25,1.311083380480141688e-09,1.905363725866522225e-09,2.613668322495791362e-09,1.369884571157532890e-09
6.877622653906565528e-25,1.307858658820288139e-09,1.902948662321432920e-09,2.615418243153069877e-09,1.373774435705212325e-09
6.541869579470480278e-25,1.304642058863229083e-09,1.900532713317466294e-09,2.617158393255910433e-09,1.377666834563386697e-09
6.222507362319103962e-25,1.301433559697869448e-09,1.898115902127145809e-09,2.618888785079984339e-09,1.381561753095014211e-09
5.918735830427623874e-25,1.298233140468033164e-09,1.895698251899256565e-09,2.620609430950743462e-09,1.385459176681972759e-09
5.629793874725911170e-25,1.295040780372316958e-09,1.893279785659366837e-09,2.622320343243101347e-09,1.389359090725208193e-09
5.354957542115826255e-25,1.291856458663944153e-09,1.890860526310354991e-09,2.624021534380843437e-09,1.393261480644861301e-09
5.093538221583159371e-25,1.288680154650618666e-09,1.888440496632905791e-09,2.625713016836268905e-09,1.397166331880209898e-09
